id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
304,Virginia,Baltimore/Washington,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.51,53.71,42,19,W,0.27,0,1008,87,1648832400,-14400
305,Virginia,Baltimore/Washington,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.14,56.41,35,9,S,0,0,1017,49,1648918800,-14400
306,Virginia,Blacksburg/Roanoke,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,22.93,51.91,19,6,NW,0,0,1024,100,1648573200,-14400
307,Virginia,Blacksburg/Roanoke,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.61,60.4,67,14,S,0.37,0,1017,100,1648659600,-14400
308,Virginia,Blacksburg/Roanoke,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.53,64.9,77,17,S,9.46,0,1003,97,1648746000,-14400
309,Virginia,Blacksburg/Roanoke,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.27,48.88,39,19,W,0.55,0,1012,38,1648832400,-14400
310,Virginia,Blacksburg/Roanoke,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.86,58.23,42,8,S,0,0,1016,97,1648918800,-14400
311,Virginia,Wakefield,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,26.01,49.3,22,11,NW,0,0,1026,100,1648573200,-14400
312,Virginia,Wakefield,2,Wed 3/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,37.24,64.36,46,13,S,0,0,1021,50,1648659600,-14400
313,Virginia,Wakefield,3,Thu 3/31,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,60.8,67.66,84,20,S,23.63,0,1008,100,1648746000,-14400
314,Virginia,Wakefield,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.14,63.19,50,15,W,1.09,0,1010,47,1648832400,-14400
315,Virginia,Wakefield,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.44,57.18,34,8,SE,0,0,1019,100,1648918800,-14400
316,West Virginia,Charleston,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,24.82,50.58,21,5,NE,0,0,1026,100,1648573200,-14400
317,West Virginia,Charleston,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,40.64,77.65,37,16,SE,0,0,1011,86,1648659600,-14400
318,West Virginia,Charleston,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.84,68.27,61,19,SE,2.47,0,1001,27,1648746000,-14400
319,West Virginia,Charleston,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,37.6,48.65,49,15,W,1.71,0,1016,97,1648832400,-14400
320,West Virginia,Charleston,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.54,59.58,37,9,SW,0,0,1015,100,1648918800,-14400
321,Guam,Guam,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.89,83.01,74,22,NE,3.01,0,1012,13,1648519200,36000
322,Guam,Guam,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,79.07,82.6,73,22,NE,1.63,0,1012,100,1648605600,36000
323,Guam,Guam,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.73,81.86,73,23,NE,5.23,0,1010,76,1648692000,36000
324,Guam,Guam,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,78.85,83.43,72,17,NE,4.05,0,1009,98,1648778400,36000
325,Guam,Guam,5,Sat 4/2,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,78.82,82.2,75,20,E,24.62,0,1009,100,1648864800,36000
326,Hawaii,Honolulu,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.93,75.42,68,13,NE,0.1,0,1018,100,1648591200,-36000
327,Hawaii,Honolulu,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.91,76.26,67,14,NE,1.43,0,1018,12,1648677600,-36000
328,Hawaii,Honolulu,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.72,75.22,75,25,NE,0.52,0,1019,10,1648764000,-36000
329,Hawaii,Honolulu,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,71.96,74.98,71,24,NE,0.37,0,1019,2,1648850400,-36000
330,Hawaii,Honolulu,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.25,74.41,74,26,NE,1.7,0,1020,57,1648936800,-36000
331,Alabama,Birmingham,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.31,77.52,58,10,S,0,0,1020,73,1648573200,-18000
332,Alabama,Birmingham,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,60.66,80.51,50,21,SE,5.85,0,1011,88,1648659600,-18000
333,Alabama,Birmingham,3,Thu 3/31,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,53.08,69.44,60,10,W,15.76,0,1009,90,1648746000,-18000
334,Alabama,Birmingham,4,Fri 4/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.57,65.05,37,6,N,0,0,1018,65,1648832400,-18000
335,Alabama,Birmingham,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.88,73.56,39,8,W,0,0,1018,32,1648918800,-18000
336,Alabama,Huntsville,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.82,73.18,63,11,S,0,0,1019,100,1648573200,-18000
337,Alabama,Huntsville,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,57.11,76.15,52,26,SE,20.37,0,1010,99,1648659600,-18000
338,Alabama,Huntsville,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,52.45,62.85,56,11,SW,5.48,0,1008,85,1648746000,-18000
339,Alabama,Huntsville,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.81,59.5,44,9,NW,0,0,1019,8,1648832400,-18000
340,Alabama,Huntsville,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.98,68.9,49,10,W,0,0,1018,68,1648918800,-18000
341,Alabama,Mobile/Pensacola,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,60.98,79.07,44,13,SE,0,0,1020,41,1648573200,-18000
342,Alabama,Mobile/Pensacola,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,68.45,79.23,65,22,S,7.18,0,1012,83,1648659600,-18000
343,Alabama,Mobile/Pensacola,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,61.57,79.68,40,13,SW,8.97,0,1009,27,1648746000,-18000
344,Alabama,Mobile/Pensacola,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.35,76.73,38,6,N,0,0,1017,90,1648832400,-18000
345,Alabama,Mobile/Pensacola,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,57.49,80.2,53,5,N,2.07,0,1017,26,1648918800,-18000
346,Arkansas,Little Rock,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.14,72.86,85,16,SE,0,0,1012,100,1648576800,-18000
347,Arkansas,Little Rock,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,48.11,67.86,90,21,SE,19.18,0,998,100,1648663200,-18000
348,Arkansas,Little Rock,3,Thu 3/31,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.35,62.29,43,14,W,0,0,1010,53,1648749600,-18000
349,Arkansas,Little Rock,4,Fri 4/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,41.36,63.75,42,5,E,0,0,1018,62,1648836000,-18000
350,Arkansas,Little Rock,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.61,73.44,46,8,W,0,0,1018,0,1648922400,-18000
351,Florida,Jacksonville,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,57.74,76.32,44,9,NE,0,0,1023,0,1648573200,-14400
352,Florida,Jacksonville,2,Wed 3/30,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,63.72,83.28,44,16,SE,0,0,1018,76,1648659600,-14400
353,Florida,Jacksonville,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.21,85.39,41,16,S,2.48,0,1011,73,1648746000,-14400
354,Florida,Jacksonville,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,67.46,82.78,37,8,SW,1.05,0,1015,97,1648832400,-14400
355,Florida,Jacksonville,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.75,79.03,66,4,SE,2.18,0,1018,93,1648918800,-14400
356,Florida,Key West,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,71.65,75.36,63,20,E,0,0,1022,0,1648573200,-14400
357,Florida,Key West,2,Wed 3/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,75.06,76.35,70,29,E,0,0,1018,43,1648659600,-14400
358,Florida,Key West,3,Thu 3/31,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,76.12,77.27,83,28,E,0,0,1015,22,1648746000,-14400
359,Florida,Key West,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,77.04,78.82,81,14,SE,0.15,0,1016,2,1648832400,-14400
360,Florida,Key West,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,76.6,78.17,82,10,E,0,0,1017,25,1648918800,-14400
361,Florida,Melbourne,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.07,76.24,52,13,E,0,0,1022,0,1648573200,-14400
362,Florida,Melbourne,2,Wed 3/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,68.7,77.72,60,20,SE,0,0,1020,48,1648659600,-14400
363,Florida,Melbourne,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.61,83.16,56,20,SE,0.11,0,1014,74,1648746000,-14400
364,Florida,Melbourne,4,Fri 4/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,71.78,82.47,66,11,SW,13.59,0,1015,100,1648832400,-14400
365,Florida,Melbourne,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.23,84,55,11,N,4.13,0,1016,33,1648918800,-14400
366,Florida,Miami,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,65.14,81.5,38,12,E,0,0,1022,0,1648573200,-14400
367,Florida,Miami,2,Wed 3/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,72.75,80.04,54,21,E,0,0,1019,41,1648659600,-14400
368,Florida,Miami,3,Thu 3/31,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,74.32,81.61,58,20,SE,0,0,1016,57,1648746000,-14400
369,Florida,Miami,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.15,85.91,57,15,SE,0.72,0,1016,19,1648832400,-14400
370,Florida,Miami,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.52,85.69,54,14,SE,0.64,0,1016,37,1648918800,-14400
371,Florida,Tallahassee,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.13,84.67,40,9,SE,0,0,1021,0,1648573200,-14400
372,Florida,Tallahassee,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,59.95,78.98,49,17,SE,0,0,1017,100,1648659600,-14400
373,Florida,Tallahassee,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,64.27,71.62,96,15,S,15.45,0,1010,100,1648746000,-14400
374,Florida,Tallahassee,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.22,78.06,36,6,N,0,0,1016,97,1648832400,-14400
375,Florida,Tallahassee,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.37,80.91,50,4,N,1.54,0,1018,71,1648918800,-14400
376,Florida,Tampa,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.5,82,42,12,E,0,0,1022,0,1648573200,-14400
377,Florida,Tampa,2,Wed 3/30,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,64.8,84.36,40,19,S,0,0,1017,17,1648659600,-14400
378,Florida,Tampa,3,Thu 3/31,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,68.23,82.18,57,25,S,0,0,1013,52,1648746000,-14400
379,Florida,Tampa,4,Fri 4/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,70.45,78.21,73,11,S,12.14,0,1016,100,1648832400,-14400
380,Florida,Tampa,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,72.23,79.45,67,14,SW,0,0,1017,28,1648918800,-14400
381,Georgia,Peachtree City/Atlanta,1,Tue 3/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,48.79,73.87,41,8,SE,0,0,1022,73,1648573200,-14400
382,Georgia,Peachtree City/Atlanta,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.53,80.82,52,18,SE,0,0,1015,99,1648659600,-14400
383,Georgia,Peachtree City/Atlanta,3,Thu 3/31,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,55.99,74.48,50,14,S,18.99,0,1007,18,1648746000,-14400
384,Georgia,Peachtree City/Atlanta,4,Fri 4/1,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.31,65.53,30,10,W,0,0,1017,46,1648832400,-14400
385,Georgia,Peachtree City/Atlanta,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.11,72.72,29,8,W,0,0,1017,33,1648918800,-14400
386,Louisiana,Lake Charles,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,66.36,78.42,51,19,S,0,0,1015,94,1648576800,-18000
387,Louisiana,Lake Charles,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,63.14,78.78,82,28,S,5.56,0,1002,90,1648663200,-18000
388,Louisiana,Lake Charles,3,Thu 3/31,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.56,79.3,36,7,N,0,0,1010,3,1648749600,-18000
389,Louisiana,Lake Charles,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.99,76.93,44,11,NE,0,0,1016,100,1648836000,-18000
390,Louisiana,Lake Charles,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.52,81.48,60,8,NE,0.85,0,1016,49,1648922400,-18000
391,Louisiana,New Orleans/Baton Rouge,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,64.04,80.26,44,15,SE,0,0,1018,38,1648576800,-18000
392,Louisiana,New Orleans/Baton Rouge,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,69.89,81.93,51,28,S,7.78,0,1008,60,1648663200,-18000
393,Louisiana,New Orleans/Baton Rouge,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.32,76.78,52,10,W,0.16,0,1010,25,1648749600,-18000
394,Louisiana,New Orleans/Baton Rouge,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.75,74.28,42,8,NE,0,0,1016,91,1648836000,-18000
395,Louisiana,New Orleans/Baton Rouge,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.32,76.75,61,8,SE,3.99,0,1017,59,1648922400,-18000
396,Louisiana,Shreveport,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,64.63,78.49,58,18,SE,0,0,1012,100,1648576800,-18000
397,Louisiana,Shreveport,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,56.03,74.26,85,18,SW,19.16,0,1000,99,1648663200,-18000
398,Louisiana,Shreveport,3,Thu 3/31,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,48.47,69.04,39,8,W,0,0,1012,23,1648749600,-18000
399,Louisiana,Shreveport,4,Fri 4/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.8,70.61,38,6,NE,0,0,1017,82,1648836000,-18000
400,Louisiana,Shreveport,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,52.9,79.21,46,7,E,0,0,1018,3,1648922400,-18000
401,Mississippi,Jackson,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,59.72,78.28,48,14,SE,0,0,1016,96,1648576800,-18000
402,Mississippi,Jackson,2,Wed 3/30,Rain,very heavy rain,http://openweathermap.org/img/wn/10d@2x.png,58.41,80.76,59,26,SE,36.95,0,1003,100,1648663200,-18000
403,Mississippi,Jackson,3,Thu 3/31,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.33,67.41,43,8,W,0,0,1011,0,1648749600,-18000
404,Mississippi,Jackson,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.81,69.15,44,6,N,0,0,1018,100,1648836000,-18000
405,Mississippi,Jackson,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.99,76.28,47,7,NW,0,0,1018,0,1648922400,-18000
406,New Mexico,Albuquerque,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.02,59.76,57,23,W,1.87,0,1002,100,1648580400,-21600
407,New Mexico,Albuquerque,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.18,60.21,37,31,W,0.5,0,1004,99,1648666800,-21600
408,New Mexico,Albuquerque,3,Thu 3/31,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,43.29,59.45,31,9,NW,0,0,1010,93,1648753200,-21600
409,New Mexico,Albuquerque,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.55,66.83,30,17,NW,0.11,0,1010,19,1648839600,-21600
410,New Mexico,Albuquerque,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.31,70.34,22,6,SW,0,0,1013,65,1648926000,-21600
411,Oklahoma,Norman/Oklahoma City,1,Tue 3/29,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,64.87,80.26,56,32,SE,5.8,0,1002,100,1648576800,-18000
412,Oklahoma,Norman/Oklahoma City,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,47.84,65.61,68,26,NW,19.92,0,1001,47,1648663200,-18000
413,Oklahoma,Norman/Oklahoma City,3,Thu 3/31,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,44.04,61.57,37,16,NW,0,0,1013,28,1648749600,-18000
414,Oklahoma,Norman/Oklahoma City,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.11,64.96,39,20,SE,0.92,0,1015,98,1648836000,-18000
415,Oklahoma,Norman/Oklahoma City,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.42,70.88,48,11,NE,0.33,0,1018,6,1648922400,-18000
416,Oklahoma,Tulsa,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,63.64,75.04,63,28,SE,0.45,0,1003,100,1648576800,-18000
417,Oklahoma,Tulsa,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,46.56,67.95,70,26,SE,21.39,0,997,54,1648663200,-18000
418,Oklahoma,Tulsa,3,Thu 3/31,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,40.32,58.32,47,14,W,0,0,1012,45,1648749600,-18000
419,Oklahoma,Tulsa,4,Fri 4/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.82,66.88,39,12,SE,0,0,1016,58,1648836000,-18000
420,Oklahoma,Tulsa,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.02,68.81,34,10,N,0,0,1019,0,1648922400,-18000
421,Puerto Rico,San Juan,1,Tue 3/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.27,82.71,65,15,NE,0.42,0,1017,72,1648569600,-14400
422,Puerto Rico,San Juan,2,Wed 3/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.81,81.45,57,17,NE,4.31,0,1017,20,1648656000,-14400
423,Puerto Rico,San Juan,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.83,81.95,61,18,NE,3.19,0,1018,46,1648742400,-14400
424,Puerto Rico,San Juan,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.6,82.56,69,17,E,1.01,0,1018,53,1648828800,-14400
425,Puerto Rico,San Juan,5,Sat 4/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.73,83.1,61,17,E,0.17,0,1018,2,1648915200,-14400
426,Tennessee,Memphis,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.74,72.16,86,18,SE,0,0,1015,100,1648576800,-18000
427,Tennessee,Memphis,2,Wed 3/30,Rain,very heavy rain,http://openweathermap.org/img/wn/10d@2x.png,57.42,74.5,64,28,S,34.01,0,998,99,1648663200,-18000
428,Tennessee,Memphis,3,Thu 3/31,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.7,61.65,54,17,SW,0,0,1009,28,1648749600,-18000
429,Tennessee,Memphis,4,Fri 4/1,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,41.02,62.49,43,5,N,0,0,1019,42,1648836000,-18000
430,Tennessee,Memphis,5,Sat 4/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,49.96,70.27,47,11,W,0,0,1017,44,1648922400,-18000
431,Tennessee,Morristown/Knoxville,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,33.33,53.35,49,7,NE,0,0,1023,100,1648573200,-14400
432,Tennessee,Morristown/Knoxville,2,Wed 3/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.76,72.28,46,20,S,0,0,1012,100,1648659600,-14400
433,Tennessee,Morristown/Knoxville,3,Thu 3/31,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,51.93,65.79,67,21,SW,8.06,0,1004,22,1648746000,-14400
434,Tennessee,Morristown/Knoxville,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.73,55.71,39,14,W,0.25,0,1018,6,1648832400,-14400
435,Tennessee,Morristown/Knoxville,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,37.58,61.47,43,12,SW,0,0,1017,97,1648918800,-14400
436,Tennessee,Nashville,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,40.35,69.03,53,12,S,0,0,1018,100,1648573200,-18000
437,Tennessee,Nashville,2,Wed 3/30,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,55.72,75.38,50,27,SE,30.31,0,1007,100,1648659600,-18000
438,Tennessee,Nashville,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.84,61.77,41,14,SW,0.94,0,1007,15,1648746000,-18000
439,Tennessee,Nashville,4,Fri 4/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.04,56.7,41,7,W,0,0,1019,1,1648832400,-18000
440,Tennessee,Nashville,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.53,67.1,51,13,W,0,0,1016,97,1648918800,-18000
441,Texas,Amarillo,1,Tue 3/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.21,75.56,21,39,SW,0,0,998,0,1648576800,-18000
442,Texas,Amarillo,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,38.48,58.44,27,27,SW,5.69,0,1006,63,1648663200,-18000
443,Texas,Amarillo,3,Thu 3/31,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.38,63.43,27,12,W,1.27,0,1011,0,1648749600,-18000
444,Texas,Amarillo,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,49.24,72.91,23,27,S,0,0,1007,99,1648836000,-18000
445,Texas,Amarillo,5,Sat 4/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.92,74.97,45,18,SE,0,0,1015,3,1648922400,-18000
446,Texas,Austin/San Antonio,1,Tue 3/29,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,63.75,79.75,58,23,SE,0,0,1009,100,1648576800,-18000
447,Texas,Austin/San Antonio,2,Wed 3/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,61.23,81.99,20,23,W,4.52,0,1004,11,1648663200,-18000
448,Texas,Austin/San Antonio,3,Thu 3/31,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.13,86.38,25,16,N,0,0,1009,0,1648749600,-18000
449,Texas,Austin/San Antonio,4,Fri 4/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.74,83.26,36,15,SE,0,0,1013,89,1648836000,-18000
450,Texas,Austin/San Antonio,5,Sat 4/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,59.25,86.86,53,13,NE,0,0,1015,99,1648922400,-18000
451,Texas,Brownsville,1,Tue 3/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,70.18,82.13,54,29,SE,0,0,1009,36,1648576800,-18000
452,Texas,Brownsville,2,Wed 3/30,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,70.2,90.9,21,27,SE,0,0,1006,22,1648663200,-18000
453,Texas,Brownsville,3,Thu 3/31,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,65.1,86.97,32,15,NE,0,0,1008,91,1648749600,-18000
454,Texas,Brownsville,4,Fri 4/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,68.85,82.13,73,13,E,1.17,0,1011,99,1648836000,-18000
455,Texas,Brownsville,5,Sat 4/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,68.59,85.42,54,14,E,0,0,1013,55,1648922400,-18000
